project_id,title,status,start_date,lead_organisation
A88798C2-4FBD-4436-9DE2-FD31234767D9,"Liquid Crystal Elastomers: from material, via mechanics to machines",Active,,UNIVERSITY OF CAMBRIDGE
252CF5D2-68A9-4C1C-95F8-FC5B42CA023D,"Prediction, Monitoring and Personalized Recommendations for Prevention and Relief of Dementia and Frailty",Active,,THE UNIVERSITY OF MANCHESTER
25D8D29B-0F4E-40AD-8C27-FBA93927BDFE,Resilience of Anthropocene Coasts and Communities (ResAnth): assessing and responding to urban and post-industrial coastal risks,Active,,QUEEN MARY UNIVERSITY OF LONDON
264F4D0C-14AE-4576-9E78-FC9303ECB1B1,Understanding the impact of climate change and elevated CO2 on tree microbial diversity,Active,,UNIVERSITY OF BIRMINGHAM
8DA4162F-5E4E-4396-9854-FC05ED622467,Carbon-neutral pathways of recycling marine plastic waste,Active,,UNIVERSITY OF MANCHESTER
8E6198D6-A01D-4A59-8778-FBFC1A9E3C95,The role of cell surface mechanics in activating the mechanosensitive ion channel Piezo1,Active,,UNIVERSITY OF CAMBRIDGE
8EB96581-D636-446D-BFAD-FBEFC81B71EE,Methodologies used to iinfer the dynamics of high dimensional time-series data.,Active,,IMPERIAL COLLEGE LONDON
6D0DA676-DA91-4B27-81C3-FBC69F8A0AB7,Ecologies of violence: heritage and conflict in more-than-human worlds,Active,,"BIRKBECK, UNIVERSITY OF LONDON"
6DD6B3E6-E76D-4F43-8CCD-FC092840D5D4,Trust-Enhanced Natural Processing for Standardisation of Radiology Reports,Active,,SWANSEA UNIVERSITY
6F36AB17-6C65-437B-8A87-FD29888E0D18,Exploring Artificial Intelligence to Develop the Analysis of Acoustic and Archival Telemetry Data: Unveiling Insights into Shark Movement (SAS0190),Active,,EDINBURGH NAPIER UNIVERSITY
12812B68-C3CE-4CEB-93BA-FB4CDB862767,Plant-based diets for older people in care homes: a realist and psychobiological evaluation,Active,,UNIVERSITY OF SURREY
12DC056C-EE6B-4B85-BE03-FCDA176BC8E5,Simulating Urban Air Pollution In The Lab,Active,,UNIVERSITY OF SOUTHAMPTON
135BDAFB-F258-4902-AF03-FB5D39DA6ADD,EPSRC Centre for Doctoral Training in Next Generation Organ-on-a-Chip Technologies (COaCT),Active,,QUEEN MARY UNIVERSITY OF LONDON
139C21D0-1247-49C4-84F8-FCA63D49DB2C,Computationally Rational Perception and Representation of Information in Sequential Decision Making,Active,,UNIVERSITY OF EXETER
91DBBC68-E059-4EC5-9FC1-FD1B2A108688,Ultrasmall bacteria for oral biofilm control,Active,,NEWCASTLE UNIVERSITY
76CF28AE-4BC7-4B28-8C19-FBD44D0A36F8,Guided parent-led psychological intervention to improve mental health outcomes in young refugee children (aged 3-11) resettled in high income countrie,Active,,Unknown
771CD484-B2E4-4678-BAD1-FB4FB515132F,Property Testing for Quantum Engineering,Active,,UNIVERSITY OF WARWICK
7799A920-2BDB-47D1-8046-FCFE7390D323,Nottingham Trent University and Rise &amp; Recline Limited KTP 24_25 R2,Active,,NOTTINGHAM TRENT UNIVERSITY
79D5E6B7-73DB-4866-8553-FC4D50289163,Three-dimensional Hybrid Composites for Repair and Recycling,Active,,CRANFIELD UNIVERSITY
9B12D78E-93BF-439A-9E1B-FCB0B7C37888,"Creation, optimisation and validation of an airborne environmental DNA sampling asset for terrestrial biodiversity monitoring",Active,,UNIVERSITY COLLEGE LONDON
9EB23C7B-B307-4871-A570-FB56FDDA9A22,REMOTE: Resilient and Secure Multi-Access Interoperable Communication Fabric for TinyEdge,Active,,UNIVERSITY OF YORK
1C277802-E006-4997-BC5A-FC294F7DC908,A combined remote sensing and machine learning approach to monitoring crop stress and predicting crop yield,Active,,UNIVERSITY OF SHEFFIELD
7167F472-E3F8-4435-B797-FD2C640D98F0,Markets and Metadata: Exploring the sociology of academic publishing in the digital era,Active,,UNIVERSITY OF BRISTOL
7313C78B-984A-479C-9FE6-FC9EC137F3B6,Towards lice-resistant salmon: functional genetics and genome editing to enhance disease resistance in aquaculture,Active,,UNIVERSITY OF STIRLING
7386C607-2160-4044-B2F2-FCFC656C6361,The University of Leicester and The Audience Agency KTP 23_24 R1,Active,,THE UNIVERSITY OF LEICESTER
7395A11B-4F73-4B49-9602-FD3ADF3817C4,QD transistors and matrix arrays for wafer scale integration,Active,,CARDIFF UNIVERSITY
73BEC4F7-DD10-42A7-A3F4-FCA12387BF7F,Topological physics,Active,,UNIVERSITY OF BIRMINGHAM
546E5627-FEF8-4C59-A465-FBEE42E4DA21,Understanding Why Adversarial Examples Exist in Deep Neural Networks,Active,,UNIVERSITY OF WARWICK
60F8F824-438B-4D6B-BECD-FCF3567CF490,IN-NOVA - Active reduction of noise transmitted into and from enclosures through encapsulated structures,Active,,UNIVERSITY OF SOUTHAMPTON
630B6FBD-CDFA-4817-AC40-FBE59A458A39,Development of a biohybrid microrobotic system: Future drug delivery,Active,,UNIVERSITY OF LANCASHIRE
061AD3B7-F7DE-4651-8640-FC2467230A3E,A Human Factors Psychology Approach to Immersive Cyber Incident Response,Active,,CARDIFF UNIVERSITY
06E454EA-AAF0-49EA-8CBF-FCFEE4D5EA44,University of Portsmouth Higher Education Corporation and Fortis IBA Limited KTP 22_23 R3,Active,,UNIVERSITY OF PORTSMOUTH HIGHER EDUCATION CORPORATION
077D6FF8-9F31-473A-9AA5-FC9A47EE76EE,SmartGauge: A digital drilling depth medical device to make fracture fixation surgery safer and faster,Active,,LONDON DEVICES LTD
099A9B45-9815-421F-8A55-FB577C27F987,Fighting Childhood Obesity to Stay Healthy all Over the Life (OBELISK),Active,,BETA TECHNOLOGY LIMITED
0A240AEF-71D9-46DE-8712-FC423F45D286,Human Hair as a Regenerative Material Resource: utilising protein fibre waste in the circular bioeconomy through interdisciplinary collaborative desig,Active,,UNIVERSITY OF THE ARTS LONDON
0B07D104-E9BD-4AB4-BC6B-FBA9BB56F5CB,LASERTEX: Laser Surface Texturing for PFAS-Free Textiles,Active,,AMPHIBIO LTD
0B58B947-D8B7-4019-9364-FC8AC96857EE,High performance deterministic radiation transport methods for SMRs,Active,,IMPERIAL COLLEGE LONDON
870A9DD1-1FCC-4B19-AE38-FD4F64CD89E2,Developing an efficient and accessible &quot;data-to-decisions&quot; pipeline for remotely sensed biodiversity monitoring data,Active,,UNIVERSITY OF ST ANDREWS
87131EB3-A002-46D8-BC2A-FB99EDBAA664,Ionospheric Outflow at Jupiter,Active,,LANCASTER UNIVERSITY
8778E655-27F5-45E6-924A-FC0E3A1D8B51,Hybrid modelling based digital technology for process flow diagram development,Active,,UNIVERSITY OF MANCHESTER
883EAA97-E238-4CF2-8BFE-FC89F18CA6C9,The Laser-hybrid Accelerator for Radiobiological Applications; Scope of work to be carried out under the ITRF Preliminary Activity,Active,,IMPERIAL COLLEGE LONDON
6C63EEF1-B036-4BD5-A5B1-FB9CEF8DD24C,STFC Leeds Physics 2023 DTP,Active,,UNIVERSITY OF LEEDS
5B3292A4-C197-4702-A134-FC55863CA7DC,"Online Platforms, Offline Consequences: Exploring online abuse against feminist activists in Kyrgyzstan",Active,,UNIVERSITY OF SHEFFIELD
5D5A4ED2-A9A1-4C16-859D-FD015807B3D2,"Nasawe'sx ya'yu'cenxi (Weaving Our Own Justice): Justice and Authority in the Nasa Communities of the Sa'th Tama Kiwe Territory, Caldono, Colombia.",Active,,UNIVERSITY OF CAMBRIDGE
47573A62-DD55-4D7B-AF92-FB8E6F76CF64,The role of digital technologies in supporting the acquisition of foundational skills in primary school children post conflict.,Active,,UNIVERSITY OF NOTTINGHAM
4762DAE8-B8DD-41E1-BB01-FC52D56BEFC7,Sustainable Glass Industry with Fuel-Flexible Technology (GIFFT),Active,,SHEFFIELD HALLAM UNIVERSITY
4800C696-7616-4B46-8AED-FB6CB0987948,Polar Ocean Mitigation Potential,Active,,NERC BRITISH ANTARCTIC SURVEY
49CD68A2-4A49-4192-90E5-FC0754B21D40,How individual is your sweat,Active,,UNIVERSITY OF SURREY
E3F97144-6507-4CBA-9757-F9A72B745888,"Ribo-MaP, a chemical biology approach for rapid transcriptome-wide profiling of translation activity",Active,,UNIVERSITY OF EDINBURGH
E6950FE0-0D48-4C6D-970E-FA83D09A66BE,Targeting surface M-like proteins of pathogenic streptococci to combat AMR,Active,,UNIVERSITY OF EDINBURGH
E6C7AEFD-F886-4B21-98C6-FB4589D05E22,Near-field optical spectroscopy,Active,,UNIVERSITY OF SHEFFIELD
EF207984-77DA-48C5-A9D0-FB34D3C17394,Investigating Factors Leading to Poor Maternal &amp; Birth Outcomes among Black Women to Inform a Culturally Competent &amp; Accessible Care Perinatal Pathway,Active,,KINGSTON UNIVERSITY
EF6BFB56-98BF-4742-90D8-F9C5D1661999,Development of barocaloric materials for next generation refrigerants,Active,,UNIVERSITY OF EDINBURGH
409EF054-117C-406F-95F0-FBAC245DADFC,ANDANTE: Accelerated nonadiabatic dynamics in photochromic molecular crystals,Active,,UNIVERSITY COLLEGE LONDON
41CCA8E9-CF74-4BA0-AF91-FCEC717F660E,Obstacles to replication: uncovering the mechanisms of macromolecular collisions,Active,,UNIVERSITY OF YORK
426E54FC-A9CE-40E1-A2BA-FC11EA557358,Beneath the surface of a 'Hydro Nation': pursuing the right to safe drinking water in Scotland,Active,,UNIVERSITY OF STIRLING
427F1B99-4782-45A0-9E89-FCCF940732A3,Engineering biology for critical metal recovery from industrial wastestreams,Active,,UNIVERSITY OF MANCHESTER
CBB170AB-FE19-46FF-A459-FA6C1FF2FA06,Identifying the drivers of reproductive failure in threatened turtles and tortoises,Active,,UNIVERSITY OF SHEFFIELD
CBDA4BCA-BF4B-4610-B94A-FAE973313999,Cumulative Disadvantage in the Criminal Justice System,Active,,UNIVERSITY OF PLYMOUTH
CD68291A-5A27-4280-BD13-F96517547A44,Scalable nanomaterial-based circuits and optoelectronics,Active,,UNIVERSITY OF CAMBRIDGE
CD72F625-1C63-4075-96C4-FAC4C436D800,An Uncertainty-Quantification-Enhanced Vision Transformer AI Model for Cancer Diagnosis,Active,,UNIVERSITY OF MANCHESTER
4B4C26A2-41F0-4031-9E22-FD0575E6830D,Carbon sequestration in BLUe EcoSystems - C-BLUES,Active,,PLYMOUTH MARINE LABORATORY
4C5CA987-32C4-42BB-B403-FCAC2BD2BBC3,Challenges facing all solid-state batteries,Active,,Unknown
4C9F6F4D-CBA1-4C8E-8AD3-FBF91F64E5D5,Exploring the adaptive landscape of multigenerational inter-specific hybrids to improve iso-butanol tolerance.,Active,,UNIVERSITY OF MANCHESTER
4036D29A-1439-4206-8D10-FC289788723B,Bidirectional biomimetic interfaces for the in vitro exploration of human physiology,Active,,UNIVERSITY OF CAMBRIDGE
D6545132-F57F-46D0-B321-F974E46714F5,Electrically Switchable Ferromagnetic Josephson Junctions,Active,,UNIVERSITY OF LEEDS
D6588C82-7684-49C4-9545-F99708F5DE7A,Teesside University and Sylatech Limited KTP 23_24 R5,Active,,TEESSIDE UNIVERSITY
D67E8AC2-6E3C-4DB0-A931-F9D1DFA81E10,"Biodiversity, Ecology and Evolutionary Processes",Active,,Unknown
D698D0E4-3A59-4CCC-B967-FAEC2B4FD49C,"Melted, Singed, Incinerated, Saved: Traumatic Materialities of the Great Fire of London",Active,,UNIVERSITY COLLEGE LONDON
D949EFBD-8984-4595-B59A-FAD3CD6912B0,Understanding the crosstalk between spatially separated RNP granules during cellular stress responses,Active,,THE PIRBRIGHT INSTITUTE
DA0728DF-8DAD-47A3-9DBC-F945A2991B47,Mathematics,Active,,UNIVERSITY OF WARWICK
59F8D935-F11E-4476-BB51-FCDA361B10B2,Integration in European Financial Markets - an Empirical Asset Pricing Perspective,Active,,IMPERIAL COLLEGE LONDON
5A88D269-EF01-4138-97AD-FCD9A58FA499,"Co-developing and piloting a peer-led, school-based intervention to support adolescent wellbeing in a diverse, low-income London borough",Active,,QUEEN MARY UNIVERSITY OF LONDON
B4FF17F6-C7A0-4AB7-BF9A-FAF330E79E07,INTEGRATED QUANTUM NETWORKS (IQN) RESEARCH HUB,Active,,HERIOT-WATT UNIVERSITY
B673126A-3DDD-4A01-AE8A-F950F2A381D8,Manipulating two-component systems to activate cryptic antibiotic pathways in filamentous actinomycete bacteria,Active,,JOHN INNES CENTRE
B73AE4E0-B942-4F8B-AE01-F9F9DBE4F8F5,A living bionic leaf to produce solar fuels and chemicals from carbon dioxide,Active,,NORTHUMBRIA UNIVERSITY
27D93AE8-A3AD-4062-9941-FB972AB526EB,Interrogating host-parasite interactomes with multiscale proteomics,Active,,Unknown
291D1E89-18B3-4990-B2E1-FBE151AA476B,Examining barriers to political engagement and participation through online multiplayer games,Active,,UNIVERSITY OF LEEDS
37CBB545-FF7E-40D4-B783-FD41BCE7DC26,ECCS-EPSRC. Acoustically Induced Ferromagnetic Resonance (FMR) Assisted Energy Efficient Spin Torque Memory Devices,Active,,UNIVERSITY OF EXETER
2B25BE18-4FC6-4C2B-8F60-FCE6CB6E9C39,Assessing the threat to Antarctic shallow marine ecosystems from hitchhikers on non-native kelp,Active,,UNIVERSITY OF HULL
393EBF3B-4AC6-494F-B3CF-FC95A13214FF,BLUEADAPT: Reducing climate based health risks in blue environments. Adapting to the climate change impacts on coastal pathogens,Active,,UNIVERSITY OF EXETER
C0A215DE-E6E2-4AE8-8273-FB07721872AF,High Throughput Laser Array Based Additive Manufacturing,Active,,UNIVERSITY OF CAMBRIDGE
C2A7665E-4E52-4049-9F71-FB3819F16C61,VUTSELA: Sustainable Farm-based Biogas Systems with Community Impact in Eswatini,Active,,SCIENCE TECHNOLOGY AND INNOVATION FOR DEVELOPMENT LTD
32D58527-0BA6-4032-8A7D-FD14BF3D88D7,Self-tuneable metasurfaces for self-powered sensing and vibration absorption,Active,,LOUGHBOROUGH UNIVERSITY
A0447641-3402-486E-A8DA-F9B51D199198,DTP 2224 Edinburgh Napier University,Active,,EDINBURGH NAPIER UNIVERSITY
2356BC3D-8BDF-4FF0-8DD2-FBF5D842D67C,Modelling the multi-scale spatial variations in the geomechanical properties within the discontinuities of the Sherwood Sandstone Group and their infl,Active,,HERIOT-WATT UNIVERSITY
242F72C1-011C-4A01-A35A-FBE193BED361,Accelerating Decarbonisation of the Built Environment with AI,Active,,BUILDING ATLAS LTD
24DAB7BA-49A9-4594-84E6-FCFF04084483,Seabed Mining And Resilience To EXperimental impact,Active,,SCOTTISH ASSOCIATION FOR MARINE SCIENCE
177BAC02-1BF3-45FD-9BE6-FCB19A79E63A,Collusion or Unreasonable Rules: Evidence from Chinese IPO Underpricing,Active,,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE
17EB4604-D297-4B50-9128-FBB093F64BBA,CAMBER - Connected and Adaptive Maintenance for Safer Urban and Secondary Roads,Active,,INTERNATIONAL ROAD ASSESSMENT PROGRAMME
A887F882-52EA-4113-A9C9-FA6AED70E795,Enhancing Quantum Circuit Simulations through Structured Tensor Algebra Optimization,Active,,UNIVERSITY OF EDINBURGH
A9883C50-54A0-454B-83A0-FA70231571F9,Detecting snow under and within trees with satellite lidar for improved climate and weather modelling,Active,,UNIVERSITY OF EDINBURGH
AC0DD3ED-13E3-409D-8655-FB3A146321EC,Transitions of young workers using linked administrative data,Active,,UNIVERSITY OF SHEFFIELD
AC272BCE-1383-45DC-A893-FA49E05A9598,"AHRCMusicHub University of Southampton, Centre for Music Education and Social Justice",Active,,UNIVERSITY OF SOUTHAMPTON
AC84257B-AC0D-4409-9DDF-F971078BF3BD,Discovering the causes of three poorly understood cancers in Europe (DISCERN),Active,,IMPERIAL COLLEGE LONDON
2C1F3A8F-5E1F-43BD-AA6A-FB79614A6970,Threads of Subversion in Romanian Textile Art of the Ceausescu Era (1965-1989),Active,,COURTAULD INSTITUTE OF ART
2D2B0480-48D6-4E16-A31F-FB7556D709FD,Quantum Technology,Active,,UNIVERSITY OF CAMBRIDGE
2D599C01-756E-4569-A3D3-FC98942A894C,HORIZON-MSCA-2023-SE-01,Active,,THE POLISH UNIVERSITY ABROAD (PUNO)
2DB344BC-6E1D-4B25-B5A8-FC63703FD2F0,Probing the mechanism and physiological roles of the bacterial DedA family of lipid transporters,Active,,UNIVERSITY OF KENT
1FCA41F6-BB3F-4F6F-8013-FCAD872E821A,Coherent quantum dynamics of cavity-mediated and Forster coupled remote quantum-dot qubits,Active,,CARDIFF UNIVERSITY
1178DBF9-8944-456F-A2FD-FCC574FAE4AF,The role of SETD1B in somatic hypermutation and germinal center physiology,Active,,KING'S COLLEGE LONDON
1249A73F-7BED-49FA-9158-FCC1063CAFE2,Exploring the effects of time-restricted feeding on the immune function of obese individuals: a multi-omic approach,Active,,KING'S COLLEGE LONDON
FEE47C28-C0BD-448D-AE9C-FACE9685868D,Interconnections of Past Greenhouse Climates,Active,,UNIVERSITY OF SOUTHAMPTON
FF176350-6E38-46F5-9C55-FB2915B077BC,Understanding the effect of anti-psychotic medication on cellular metabolism.,Active,,UNIVERSITY OF NOTTINGHAM
01B7CCCD-00B0-4D34-8C9B-FC68507D6B1A,Targeting tumour-host interactions in paediatric malignant gliomas to reinvigorate immunity and improve radio- and immunotherapy efficacy,Active,,UNIVERSITY OF OXFORD
0238B0B5-D5CA-4B9A-BE38-FB62B63BC9C1,"Evaluating the impact of spreading depolarisations, post stroke, in the awake brain using graphene-enabled nanotechnology.",Active,,UNIVERSITY OF MANCHESTER
94C6E723-AF0A-4CB8-A438-F951F5B81948,The Role of Cognitive Experience in Decision and Action,Active,,UNIVERSITY OF LIVERPOOL
94FB55B4-8DBD-4820-9B8A-F99D2B2FAF2D,Dynamic axonal mRNA regulation by a major spliceosome protein,Active,,UNIVERSITY OF EXETER
954E1569-A6F9-41D7-9CA2-F9F32BCD3C5F,"Spectrally Efficient, Low cost and Energy Communication for Transport using 3D Angular Modes (SELECT-3DAM)",Active,,UNIVERSITY OF SURREY
95B335F2-DF38-424B-83DA-FB047BD9D92E,Virus Life Cycles at Multiple Scales: Virus-host interactions controlling species-specific outcomes,Active,,THE PIRBRIGHT INSTITUTE
95D8D722-4FA8-466D-80B5-FAD2636F275E,Extreme Climatic Events in the Oceans: Towards a mechanistic understanding of ecosystem impacts and resilience,Active,,MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM
95E2E622-1E60-46E3-9DE4-F948DB89CB3E,Thermal transient effects in fusion front wall/breeder blanket components,Active,,UNIVERSITY OF BRISTOL
192C072A-F956-405B-9839-FBD2005E7F08,Understanding Losses in Organic Semiconductors with Quantum Optical Single Molecule Spectroscopy,Active,,UNIVERSITY OF GLASGOW
1933349A-7576-4C1D-850B-FC969DC003CE,Mapping Memorial Books: Tracing the Commemorative Legacy of Yiddish Yizkor Books,Active,,UNIVERSITY OF GLASGOW
19F95045-9EB9-4A34-8271-FBD2A17D5588,Chamber Studies of the Oxidation of Key Atmospheric Intermediates,Active,,UNIVERSITY OF LEEDS
1A3942EE-E1ED-419C-8422-FC6E45BD3B0E,Exploiting protein import to interrogate energy transduction through the bacterial cell envelope,Active,,Unknown
1B171744-9505-4A90-8B7D-FCA54EC05F11,Vesicle trafficking: a novel transformative technology for cellular engineering,Active,,UNIVERSITY OF KENT
0B90CF9B-B38C-47F7-B487-FC06E0695381,Genomic analysis of extinction risk in birds,Active,,UNIVERSITY OF KENT
0BBEEA84-67AD-4AB4-B468-FC0FDB3BA3B4,Role of cancer cell derived extracellular vesicles in neuron development and connectivity,Active,,UNIVERSITY OF NOTTINGHAM
EB8BD694-4F44-44F7-A169-FA132FA0DF2D,Insight into the neuroprotective function of the prostaglandin receptor EP2.,Active,,QUEEN'S UNIVERSITY BELFAST
7EEB79E7-F75B-4093-8017-FAD4DBC2D63F,Leveraging genomics and artificial intelligence to develop predictive pesticide risk assessment frameworks for wild pollinators,Active,,UNIVERSITY OF EXETER
8008003E-12E7-4D1F-90E0-FB12BB6726E5,Sustainable packaging solutions for food and cosmetics based on aquatic biomass and side-streams,Active,,UNIVERSITY COLLEGE LONDON
8035A779-9A81-45B6-9680-F9F6454DF384,This project will develop a framework to assess the reliability of AI for predicting the risk of breast cancer.,Active,,UNIVERSITY OF SURREY
80846B2A-DA40-48A6-8185-FA0F1B3DA2F8,Reckless leisure? A spatial ethnography of unauthorised 'wild' swimming in London,Active,,"CITY ST GEORGE’S, UNIVERSITY OF LONDON"
03A4C4F7-0C98-4971-9753-FBEC5DBB04F6,"The Theatricalization of Class in Performance, Policy and Practice.",Active,,UNIVERSITY OF THE ARTS LONDON
044FD8A8-BD5F-491F-81CD-FBB445AE74C2,Production and diversification of potent adjuvant molecules in green plants,Active,,HOTHOUSE THERAPEUTICS LIMITED
